picID,objectID,categoryName,truth,pred,像,同,墨,镜,砚,炉,轴,佩,簪,碗,扇,盘,瓶,币,罐,心,钩,座,扣,环,章,钱,宝,书,盖,杯,壶,条,戈,镯,册,璧,圈,刀,带,斧,扳指,盒,铃,戒指,剑
6eac4359-76f0-11e9-85ba-4ccc6a492333,314a97aa6d3d4514a6924791fcedc183,雕塑、造像,像,0,0.99972206,7.9613e-09,8.5530314e-07,2.743188e-07,1.5082952e-09,5.4743808e-08,1.3132502e-06,1.5309841e-07,2.927553e-09,9.378512e-11,3.984066e-09,6.8922273e-10,5.0681247e-06,1.0270863e-08,3.4442806e-09,2.669572e-07,9.860371e-10,0.000100727746,1.831877e-08,9.77758e-09,6.6724886e-07,4.9968076e-08,2.1078705e-08,1.0808952e-08,4.491386e-06,3.5758252e-10,0.00016040071,2.6883438e-06,8.999619e-11,4.9614243e-11,3.0200933e-08,7.9698953e-10,1.831236e-10,3.279936e-09,9.0466044e-11,7.002033e-10,7.633673e-10,1.1093908e-09,8.141241e-07,1.6623849e-08,3.8661155e-10
812027d2-76f0-11e9-85ba-4ccc6a492333,f787017c9dbb439483fef1fa10e15816,雕塑、造像,像,0,0.99933064,4.323475e-06,6.7368755e-06,1.0018725e-06,1.1329686e-08,3.5218857e-08,8.122546e-07,1.5829445e-07,9.652757e-05,3.2502054e-08,1.168583e-06,5.094084e-08,5.0369463e-06,4.2654424e-08,1.6926773e-08,2.2244849e-07,6.7706867e-07,2.6629703e-08,3.916385e-06,5.304621e-05,3.782039e-05,1.942125e-06,8.596355e-06,1.4364436e-07,6.460933e-08,5.1925012e-06,9.916312e-05,6.496147e-07,2.5401885e-06,5.7324385e-08,4.540098e-08,5.2687733e-07,2.5841368e-07,5.444295e-08,2.510993e-07,8.046189e-09,3.3281558e-09,2.5180094e-09,0.0003371023,6.3395794e-07,3.6633188e-07
cff06ac3-76f0-11e9-85ba-4ccc6a492333,60ce65ed8012435a8dcc890102fc2809,雕塑、造像,像,0,0.9999949,1.07477e-10,3.5360062e-10,2.2286854e-10,1.0678812e-11,1.8228474e-11,7.7469087e-10,1.209445e-11,9.129408e-11,4.452701e-13,3.7860198e-10,1.4100582e-10,2.038297e-08,4.694964e-11,2.2684275e-11,2.2850766e-11,1.03116626e-10,3.4670202e-09,2.6850025e-10,1.4266714e-10,7.388533e-09,3.420519e-11,9.9892414e-11,6.4894444e-11,3.5932612e-09,2.8330624e-10,2.1420984e-08,1.7016304e-10,5.2528575e-11,6.551701e-12,1.1723243e-10,7.4758585e-12,1.9137957e-11,5.641172e-11,1.03246856e-11,8.829016e-12,4.125349e-12,6.790028e-12,5.1410584e-06,4.955107e-11,6.5351585e-10
d8f24787-76f0-11e9-85ba-4ccc6a492333,d12cef88c16e457e9bb8d51ed8e056ff,雕塑、造像,像,0,0.99994206,5.336653e-10,2.271999e-09,6.8307524e-09,1.2763679e-10,1.0923482e-09,7.2824013e-09,1.2743641e-09,1.933981e-09,3.4124001e-12,7.2520284e-10,9.966516e-09,4.7776034e-08,3.1124084e-10,2.9376834e-10,3.3688805e-10,8.4657786e-10,1.7627245e-07,3.644036e-08,6.413912e-09,1.8574461e-08,1.5018822e-10,8.9640995e-10,3.0713404e-10,3.34818e-08,2.5054261e-10,1.799318e-05,1.5917335e-08,2.915866e-11,2.3801829e-11,7.7752765e-10,2.7750477e-10,8.3211826e-11,4.7182085e-11,1.4152695e-11,7.79865e-11,1.1728885e-10,1.8664935e-10,3.958694e-05,6.0503726e-09,2.4320412e-10
a5e4bdc5-76f0-11e9-85ba-4ccc6a492333,d61961b888704ca8b817031a201d9f76,雕塑、造像,像,0,0.9999927,1.7714804e-08,2.4388468e-08,2.5052401e-08,7.9401964e-11,4.4717288e-10,2.0371926e-08,1.3707836e-07,1.6149398e-08,4.6723438e-11,5.0684594e-09,9.742352e-10,1.0557292e-06,8.690782e-10,4.5166653e-09,6.0841003e-09,3.462182e-09,1.6725624e-08,2.9509541e-08,9.457884e-09,5.346687e-07,2.7974695e-08,5.7584324e-09,1.1389464e-09,3.407409e-08,4.167261e-09,1.7352169e-06,1.2459691e-08,1.3275236e-09,2.035536e-10,7.887871e-09,4.873088e-10,1.0806718e-09,7.242388e-10,8.4318136e-11,5.1468796e-10,1.9571861e-10,3.1997634e-11,3.6661115e-06,1.2166947e-09,1.0670417e-08
791fe065-76f0-11e9-85ba-4ccc6a492333,2485f25bac8e44d39f814e28fd1a4509,雕塑、造像,像,0,0.4598482,0.0002242285,0.00040302167,0.019054651,2.9608314e-05,0.0019440341,0.00015030433,0.014258514,1.4550549e-05,3.0302112e-06,0.00016253634,4.123342e-05,0.013949472,0.00026034142,0.0001888449,5.1399864e-05,8.193337e-08,0.07719748,0.002060139,1.4423748e-05,0.0033270349,0.056653284,7.5905125e-05,1.2754326e-06,0.09453995,3.8527987e-06,0.21144596,5.378539e-05,1.22656975e-05,5.427235e-07,3.203266e-05,7.756035e-05,3.6967795e-06,3.6550348e-06,1.2703802e-06,7.342566e-05,5.5031546e-06,0.0009280055,0.042902905,1.7697702e-06,3.4540994e-07
c9503c1d-76f0-11e9-85ba-4ccc6a492333,bc3fc60b954b4c5598cf78b55522f240,雕塑、造像,像,0,0.9969309,1.1962067e-05,5.737629e-06,1.0563381e-06,6.335958e-07,1.0331801e-07,0.00035185725,1.0225815e-07,5.151945e-06,6.318315e-07,2.4324661e-05,3.7608168e-06,5.7326713e-05,3.3161322e-07,1.9361887e-06,3.655965e-07,4.2886145e-06,2.4995034e-05,2.5090337e-06,4.890345e-06,2.2997996e-05,2.681439e-06,5.4026924e-07,2.6976415e-06,6.388966e-05,8.6103886e-05,3.653029e-06,5.9444437e-06,6.1723194e-06,3.705202e-06,3.6035402e-05,1.3450037e-06,6.674639e-06,1.2096962e-06,3.5628434e-06,8.256939e-08,2.4285198e-06,2.6170548e-07,0.0022772502,1.8838078e-05,2.0962112e-05
d19294b8-76f0-11e9-85ba-4ccc6a492333,5e1ccce174084abba022c5382876e7eb,雕塑、造像,像,0,0.9995962,1.6052281e-06,3.60766e-06,2.8769838e-07,1.0621912e-07,2.7974392e-07,4.6871577e-05,1.0937105e-06,5.8439828e-06,4.8093163e-08,6.597374e-07,2.404093e-06,1.2742697e-05,5.1655246e-07,1.23675e-07,1.0688016e-06,5.2814717e-06,2.366505e-06,1.0611175e-06,3.7681085e-07,1.3755139e-05,6.139807e-07,2.2622613e-07,4.6828904e-07,1.4548592e-05,1.9709087e-06,3.0061885e-06,7.972936e-06,2.2976449e-06,1.9594268e-07,2.5718098e-06,6.05164e-08,1.9493991e-07,1.893435e-06,5.273213e-08,1.1656924e-07,6.696387e-07,2.3985372e-08,0.0002660114,7.237939e-07,2.3464601e-07
201901291141260441593,3ae31415cda7465dbf3eb12b75a74d14,雕塑、造像,像,0,0.71864015,0.0006005765,0.0001659611,0.000698799,1.0819887e-05,8.864928e-05,0.003774528,0.00026509687,0.0018659391,1.7322095e-07,9.5376185e-05,0.0003044526,0.00012424674,0.003649773,1.3972201e-05,9.390593e-05,9.062577e-05,0.091900006,0.0059783617,0.000102114514,0.00023443718,0.00027598382,0.0010241562,5.104321e-05,0.0011369247,9.33473e-06,0.087452985,0.0026026997,0.00012573074,1.5592916e-05,9.27197e-05,5.261327e-06,0.000113612965,9.901941e-05,0.00012811327,0.00034195025,6.5088525e-06,7.4790373e-06,0.07723081,0.00054949726,3.2673444e-05
c5550096-76f0-11e9-85ba-4ccc6a492333,04573bd7bda9494cad8ed2078690c138,雕塑、造像,像,0,0.99993,9.7885575e-08,7.025559e-08,1.3186586e-07,5.300404e-10,3.3964491e-09,6.014631e-07,2.7185887e-08,2.3753868e-08,1.080297e-09,6.866334e-08,3.556489e-09,1.0018073e-06,4.9774007e-09,3.5503012e-09,4.1022323e-09,4.5265067e-09,1.3104372e-07,8.778725e-08,2.1048374e-08,5.427974e-06,9.8255e-08,1.5990265e-08,8.218298e-09,7.7845954e-07,9.078492e-08,3.9902534e-05,7.471198e-08,9.023349e-09,1.1194838e-08,5.5633695e-08,1.1053783e-08,3.381046e-09,7.1247133e-09,9.1304925e-10,5.417322e-09,2.7683917e-09,8.7301755e-10,2.105178e-05,2.1189397e-08,2.8516226e-08
