picID,objectID,categoryName,truth,pred,像,同,墨,镜,砚,炉,轴,佩,簪,碗,扇,盘,瓶,币,罐,心,钩,座,扣,环,章,钱,宝,书,盖
8c318dc5-76f0-11e9-85ba-4ccc6a492333,795b6669f683472aa95cca66ec0864bd,雕塑、造像,像,0,0.9993274,3.6825181e-06,1.1420427e-06,3.6103808e-07,6.93435e-08,1.6535789e-05,8.482725e-05,5.9770546e-06,3.0404948e-07,4.2148886e-07,4.4665833e-07,6.5659094e-07,1.8931165e-05,2.7653423e-06,1.9070201e-07,2.5616258e-05,2.1281135e-06,0.00036826413,1.0715927e-05,5.3551837e-05,4.9611667e-06,5.6068566e-05,1.6523611e-06,1.1079497e-05,2.185093e-06
82f1b38e-76f0-11e9-85ba-4ccc6a492333,b18bc98e3a7046d5a667b1677b4ef7ce,雕塑、造像,像,0,0.9997068,8.0070924e-07,6.3794328e-06,2.2409286e-07,4.196833e-08,5.713196e-07,3.0236496e-08,1.1639191e-06,4.6525474e-06,2.3290026e-08,1.0441949e-05,2.5897087e-09,2.1342648e-05,0.00023528883,1.0498364e-07,8.859684e-08,4.0389799e-07,3.76379e-06,3.3118775e-07,3.0031423e-08,1.3479544e-06,2.9529016e-07,1.2771082e-07,1.8135111e-06,3.9504407e-06
99f990b8-76f0-11e9-85ba-4ccc6a492333,2149828cdedd4923b1e95364fd84698d,雕塑、造像,像,0,0.99999356,6.272317e-09,3.9316234e-07,4.4241222e-10,3.996726e-09,2.7012528e-09,4.132438e-09,1.2917971e-07,5.11327e-07,4.63522e-10,5.8467013e-08,4.7094335e-11,1.1721791e-07,4.784849e-06,1.1559105e-09,4.475327e-09,3.8804377e-09,2.4319926e-08,2.5670785e-09,3.35541e-08,5.6644076e-08,4.074583e-09,2.3369202e-08,3.6105797e-07,1.1069423e-08
8329a583-76f0-11e9-85ba-4ccc6a492333,7c523327b93d40cd9e02c8eb21cfe475,雕塑、造像,像,0,0.99998033,5.2930154e-09,1.8156825e-08,4.5884354e-09,3.9625447e-10,6.295597e-08,4.4761833e-08,4.7086058e-08,1.6264687e-08,2.0952327e-09,2.928494e-09,4.1621315e-10,1.2626307e-06,3.8915132e-08,2.9425697e-09,5.8604432e-09,9.520933e-09,1.80264e-05,5.366302e-11,6.3403975e-09,7.378403e-08,1.3408132e-09,1.7013082e-09,7.693104e-08,1.054929e-08
8ba1c587-76f0-11e9-85ba-4ccc6a492333,0a41f996cbcf4e27b0ce5a9a83f67979,雕塑、造像,像,0,0.99987876,2.5315352e-08,2.0115365e-08,3.8189008e-08,2.123033e-09,3.223599e-08,2.5709488e-07,9.054953e-09,9.265992e-07,1.1320836e-07,1.986714e-08,6.078695e-10,0.000115559,5.2677836e-07,1.7664094e-07,1.0139564e-07,3.246118e-09,8.2899174e-07,7.8231926e-07,1.6991605e-07,2.3805116e-07,1.35555025e-08,4.366882e-08,1.4155167e-06,1.3381129e-08
a60260b9-76f0-11e9-85ba-4ccc6a492333,9520122241fd4510886d93b419f93fbc,雕塑、造像,像,0,0.9999976,1.4814309e-08,1.6301211e-08,5.2685705e-09,1.5585574e-09,4.8281535e-08,1.43621905e-08,5.1834697e-08,1.6814123e-07,1.5149343e-08,3.800156e-08,3.2264904e-09,2.6023898e-07,2.5067212e-07,2.5399668e-08,8.8815696e-08,1.1848474e-08,9.652357e-07,1.9707883e-08,3.581777e-08,3.400046e-07,1.1670968e-08,6.1191603e-09,2.5876684e-08,9.88543e-09
abcc8c8e-76f0-11e9-85ba-4ccc6a492333,d183bcb6927a4f18a5bfcfd4becabb27,雕塑、造像,像,0,0.99941206,4.794647e-08,3.7275262e-07,7.894971e-08,8.1098975e-08,2.5148597e-07,3.413467e-07,4.8747054e-08,0.00038189426,3.0492217e-08,3.4728996e-07,1.2226519e-08,6.927367e-05,6.06518e-05,8.188173e-08,2.369881e-06,7.8323336e-07,4.634993e-07,2.591485e-07,7.9461813e-07,6.6479704e-05,2.3684079e-06,2.112685e-07,7.050986e-07,6.193005e-08
7dadbf08-76f0-11e9-85ba-4ccc6a492333,69d3c1a3c567491fa2ad7293389356c2,雕塑、造像,像,0,0.9993923,1.2751626e-06,2.3385578e-06,1.4301207e-06,5.985283e-07,2.612491e-05,3.579126e-07,4.832364e-06,2.2174195e-06,3.7471233e-07,2.8073921e-07,2.9041075e-08,0.0005110039,9.538717e-06,3.068247e-06,2.2539706e-07,2.0692212e-06,3.722904e-06,1.1380994e-06,6.3320965e-07,1.08606216e-07,1.2182288e-07,7.5892603e-07,1.745244e-05,1.79614e-05
8413c529-76f0-11e9-85ba-4ccc6a492333,178d8b39a3f54b1fa907b093315f34fd,雕塑、造像,像,0,0.99997854,1.2526184e-08,2.9076168e-09,1.5007732e-08,6.381224e-09,8.951036e-09,7.8919165e-08,1.2093064e-07,1.8959105e-08,1.2299802e-08,8.3805766e-08,3.0783864e-09,1.1992739e-06,2.8515107e-08,1.9290313e-08,4.558544e-08,2.5632334e-09,1.9076859e-05,2.792039e-09,7.3031465e-08,3.1023177e-07,6.742127e-09,1.4795007e-10,3.4759688e-07,2.216823e-08
93b217ae-76f0-11e9-85ba-4ccc6a492333,48e9cbe2c1b24bcba7b7c7e586c3d04e,雕塑、造像,像,0,0.9984049,5.2429357e-07,3.1515933e-06,8.096555e-07,3.8956844e-07,2.7468768e-06,1.756343e-05,2.5041768e-06,1.7688077e-06,2.12609e-06,3.1333302e-06,6.34419e-05,4.5523844e-05,7.00338e-06,4.4741404e-07,7.591002e-05,1.2657312e-06,0.0010836595,0.00011812469,9.307523e-05,6.9425732e-06,3.4704576e-06,1.2281208e-06,4.685082e-05,1.3506914e-05
