picID,objectID,categoryName,truth,pred,像,同,墨,镜,砚,炉,轴,佩,簪,碗,扇,盘,瓶,币,罐,心,钩,座,扣,环,章,钱,宝,书,盖,杯,壶,条,戈,镯,册,璧,圈,刀,带,斧,扳指,盒,铃,戒指,剑
9b1ccf01-76f0-11e9-85ba-4ccc6a492333,b516658b6f84481f817c06000fbd1cbf,雕塑、造像,像,0,0.999974,1.5441579e-09,7.248848e-09,4.198131e-08,6.0236443e-09,6.7146615e-08,1.7723083e-07,2.6598052e-06,8.7733145e-09,2.5869447e-09,1.1825121e-08,2.0104316e-08,1.3182186e-07,7.361656e-08,1.1925735e-08,8.232125e-08,8.675835e-07,4.1213707e-06,4.544388e-07,3.3957826e-07,7.788669e-08,8.545076e-09,6.9265895e-09,4.7164477e-09,1.9008435e-07,6.223612e-08,3.932135e-07,1.534506e-05,2.4111516e-08,2.4317026e-09,2.0942328e-07,1.862618e-08,1.3843914e-08,1.7650181e-09,3.1737667e-08,1.2087734e-08,1.1057727e-08,3.4488042e-07,1.04442414e-07,3.0835068e-10,2.2176419e-08
7c472dd5-76f0-11e9-85ba-4ccc6a492333,485dd68055b4491495c7e7271fc37915,雕塑、造像,像,0,0.9927347,7.677153e-06,7.179216e-06,1.5569083e-06,3.4166445e-07,3.5077976e-06,1.2463858e-06,1.1960527e-05,5.273188e-05,3.2647413e-06,0.00085069076,5.1636158e-05,3.1678708e-06,0.00011609497,1.0353334e-07,1.8195517e-05,8.2632545e-07,5.0128398e-05,2.1767797e-05,6.335612e-06,0.0002138627,1.6127461e-06,4.3200175e-06,4.046933e-06,1.9657315e-05,4.214153e-06,5.7799432e-05,2.397826e-05,0.0021118226,3.6136964e-07,3.1186224e-05,1.2214862e-06,2.5239228e-06,3.4931625e-06,4.1252256e-06,3.9784372e-05,1.14989925e-05,1.4662943e-07,0.0035091348,3.1936878e-08,1.2114772e-05
a59d2b04-76f0-11e9-85ba-4ccc6a492333,656c67a28a824d0f8e8279fd6a670bcb,雕塑、造像,像,0,0.9999337,1.1787737e-08,5.7000175e-08,1.2388459e-08,1.78119e-09,2.2203638e-07,2.5633705e-07,1.0802105e-05,1.4892608e-07,4.4172936e-08,1.303167e-08,1.6191386e-07,2.90753e-06,4.6786254e-06,4.161735e-08,7.1128386e-07,2.4445163e-07,4.339499e-07,1.1778108e-06,7.418873e-07,2.6907342e-06,2.4071856e-08,2.6628806e-08,7.459122e-08,4.517512e-08,5.5694477e-06,1.6604356e-05,1.6060101e-05,5.278385e-08,3.4822243e-08,5.184624e-07,2.4792199e-08,8.384721e-09,5.0347396e-08,6.764279e-08,1.5150542e-08,6.7715455e-08,1.253115e-07,1.3988102e-06,4.284811e-08,1.6958073e-07
cc831a8c-76f0-11e9-85ba-4ccc6a492333,9bc17747b03e4151977d95f631ee2ae4,雕塑、造像,像,0,0.999998,4.9635176e-09,2.4078946e-09,1.4726352e-09,3.4957197e-11,8.727981e-08,3.4083175e-08,2.9867363e-07,2.8352364e-08,5.374871e-10,4.0828027e-08,1.428847e-09,1.1960721e-07,1.2551091e-07,4.6914654e-09,7.8998255e-08,6.746751e-08,1.583257e-07,3.5313903e-08,4.5460484e-09,2.8991926e-07,1.6211723e-09,2.9910754e-10,1.0282893e-08,2.1844166e-08,6.990426e-08,1.2627443e-08,4.0187476e-07,7.180259e-09,4.4345078e-10,4.4224503e-08,6.594832e-10,4.471712e-09,4.0126698e-09,3.2826268e-08,8.400976e-10,2.6563338e-09,3.71834e-09,1.5290411e-07,1.7780457e-09,7.3834703e-09
a277e3fc-76f0-11e9-85ba-4ccc6a492333,4f04bb5629194d4f927137b45862ef91,雕塑、造像,像,0,0.99999976,4.612053e-11,7.879497e-11,2.1927726e-09,3.0535015e-11,9.2839675e-10,1.7422836e-11,7.274024e-08,9.754409e-11,3.0536543e-10,2.2047981e-11,1.8650165e-11,2.5982263e-09,1.6239893e-08,5.905637e-11,1.9169956e-10,5.5668967e-09,4.8086406e-09,1.9591216e-08,4.20487e-10,4.1766107e-08,9.632569e-11,8.047634e-12,2.0806726e-10,8.695436e-10,9.279724e-09,1.2188013e-08,2.2839093e-09,5.418718e-11,5.719662e-11,5.773768e-10,2.4518828e-11,7.376955e-12,2.484584e-10,3.1325895e-09,1.7819286e-10,1.43751625e-11,2.345153e-10,8.439133e-10,2.0025287e-10,2.1756832e-09
6f86e7a0-76f0-11e9-85ba-4ccc6a492333,b1f95f56fec64237934bb8db5f8196a4,雕塑、造像,像,0,0.99162287,1.245715e-05,4.8084086e-05,9.418313e-07,1.5088247e-06,1.159063e-05,4.5296156e-06,9.671559e-06,8.225648e-07,6.388631e-07,4.8662856e-05,3.019457e-07,8.219806e-05,0.00022444683,2.8498375e-06,7.1341873e-07,3.0423976e-06,3.0507088e-05,2.8037572e-05,2.5217407e-06,0.0074054603,2.3638693e-06,2.1452452e-06,1.9740057e-06,1.7910059e-05,2.3528723e-05,1.20676905e-05,0.00022319471,1.8612256e-05,1.2257168e-05,2.1771762e-05,1.219859e-07,3.829812e-05,3.4728241e-06,7.6231427e-06,1.721046e-06,3.1131578e-05,8.982441e-07,3.11469e-05,3.5134778e-07,7.452165e-06
c78dff83-76f0-11e9-85ba-4ccc6a492333,8e025e7032834b8b86aec4f7cd2b4739,雕塑、造像,像,0,0.9919475,1.999972e-06,2.4902576e-07,2.8631018e-06,6.8020455e-07,1.4740437e-05,3.2067053e-06,0.0001143614,3.4940026e-06,2.9188027e-06,2.0072455e-05,2.2711529e-08,1.3534767e-05,6.1333856e-05,1.6834067e-06,2.3646713e-05,3.6742436e-05,5.791001e-05,0.0070940047,5.071273e-05,0.00031279176,2.418516e-07,1.2764438e-07,3.0890858e-06,1.6943115e-05,8.067163e-06,3.2184533e-05,5.5042266e-05,2.4488833e-07,2.5926312e-07,6.586214e-05,2.8120212e-07,1.1536814e-07,1.7633607e-06,7.3256338e-06,4.5211912e-08,3.9231242e-07,6.093381e-08,3.297757e-05,9.932323e-06,7.037026e-07
93f270d2-76f0-11e9-85ba-4ccc6a492333,b82982369e1b4791bcd20c2462eaa3ed,雕塑、造像,像,0,0.99955183,3.460575e-06,1.3809705e-07,4.7197156e-07,1.4286068e-06,4.5174197e-06,2.8978343e-06,6.3733783e-06,3.7289905e-07,6.2986186e-07,3.8023785e-07,3.3289277e-07,0.00015293118,2.054488e-06,1.0282531e-06,1.15965555e-07,9.586883e-06,2.2635004e-06,6.3425036e-06,3.681668e-07,9.6345075e-06,8.8675755e-08,1.0072918e-07,1.8876071e-06,3.3592007e-06,3.436346e-05,2.9020559e-05,0.00012311076,1.0386931e-05,2.89367e-06,9.0664133e-07,3.540045e-07,1.2217556e-07,1.7094011e-06,1.9710167e-06,2.1725303e-07,1.9347158e-06,2.1928042e-07,2.7131831e-05,2.1129049e-08,3.1272875e-06
8db25f42-76f2-11e9-85ba-4ccc6a492333,a570ec2cb7164984991916f8c9a3214b,铜器,像,0,0.96696454,6.8730544e-05,2.548471e-05,3.370025e-05,8.0237055e-07,0.00040212186,2.9039336e-06,0.0001822329,0.00010429963,1.31590505e-05,1.2580956e-05,2.1908422e-06,0.0004497096,0.0035357224,3.3928932e-06,0.00014042869,0.0002649739,0.00070233224,0.0009245799,0.00038897674,0.01780548,2.7636175e-05,6.4687383e-06,3.2124266e-05,2.9283638e-05,0.00012988571,0.00038504825,0.00012990205,0.0014187205,0.00012360471,1.1889754e-05,2.899838e-06,0.00014867431,0.0001439597,2.395428e-05,1.8415762e-06,8.637096e-06,7.3035803e-06,0.00015606126,8.4699794e-05,0.0050990693
79037f5b-76f0-11e9-85ba-4ccc6a492333,ba1da334a1f04b99a5169c78814f16a5,雕塑、造像,像,0,0.99959177,1.276726e-07,2.479631e-07,3.6552052e-07,2.4773618e-07,1.3694437e-05,3.540065e-07,1.16222955e-05,5.2419873e-06,9.501586e-08,1.6067139e-05,3.9170672e-07,5.0612e-06,8.07837e-06,3.0576516e-07,1.6487633e-06,1.512137e-05,1.7061378e-05,6.6911685e-05,3.6082238e-05,2.2943099e-05,1.6766867e-06,4.7627603e-07,2.3862486e-07,2.2729182e-06,2.2821549e-05,0.00014884726,1.7533627e-06,1.6786827e-07,9.435955e-08,3.6104113e-06,3.5519463e-08,3.959976e-07,5.7719575e-08,3.8692986e-07,3.0687585e-07,2.1533383e-07,9.6220255e-08,2.7471383e-06,1.8829529e-07,1.6745476e-07
89e232f6-76f0-11e9-85ba-4ccc6a492333,2883936bfda84eff9fb59afc7b7240f1,雕塑、造像,像,0,0.99999964,1.8277518e-10,1.7054662e-10,1.5533898e-10,9.089017e-12,5.645251e-09,4.1335724e-10,1.495432e-09,5.7148848e-11,2.182415e-10,2.2563611e-10,2.1902056e-09,5.687469e-08,6.243104e-08,1.6837662e-09,1.6275234e-09,1.0766996e-10,1.024198e-08,1.4812438e-09,2.918545e-10,3.2081502e-08,1.1315569e-10,1.6808704e-11,7.644561e-11,9.691398e-10,2.8903065e-08,1.5359147e-08,1.5202004e-07,6.955621e-11,7.360767e-11,3.2043816e-09,3.2328122e-12,1.6826933e-10,9.68238e-10,3.182345e-09,2.2360512e-12,1.3468159e-10,5.061797e-10,2.9652873e-09,7.3134374e-11,1.09016046e-10
7bcd11e0-76f0-11e9-85ba-4ccc6a492333,4a0b51cbf2ff4e20a2e5bc7ae22edb54,雕塑、造像,像,0,0.997359,2.6265869e-05,1.6846874e-05,3.9486463e-06,1.519241e-06,1.4863573e-05,1.2733314e-05,7.8313315e-05,4.6223056e-05,1.0841633e-06,6.455149e-05,2.8584552e-06,1.1358191e-05,2.0039297e-06,2.4555939e-06,3.867639e-05,2.1577875e-05,0.00011003304,0.00016673048,0.00019074405,0.00015395832,1.833202e-05,2.288433e-06,2.819146e-06,1.4849914e-05,1.19401175e-05,0.0014158447,2.2118531e-06,6.724966e-05,1.2350499e-05,1.5655376e-05,3.2410005e-06,3.9018096e-06,6.322005e-05,1.0343387e-05,3.1390066e-08,1.4523239e-06,6.0195407e-07,2.1378208e-05,4.339247e-06,2.1844671e-06
