picID,objectID,categoryName,truth,pred,像,同,墨,镜,砚,炉,轴,佩,簪,碗,扇,盘,瓶,币,罐,心,钩,座,扣
7e7e3646-76f0-11e9-85ba-4ccc6a492333,8a6b6c6e022945dfabe305cd977b65b7,雕塑、造像,像,0,0.9999825,6.745093e-07,7.127187e-07,3.076277e-07,2.7924829e-08,2.1771618e-06,8.6573937e-07,2.4692722e-06,1.1615949e-06,6.507238e-07,1.0575998e-06,9.876424e-07,2.3515515e-06,6.7907774e-07,4.776041e-07,3.3266355e-07,2.8858074e-07,2.0234768e-06,2.4897392e-07
19fa0d64-76f1-11e9-85ba-4ccc6a492333,efbbefe5b89b4c5ba9fe4616f56ac7d6,玉石器、宝石,像,2,0.0018892323,9.348882e-05,0.96615756,6.618043e-05,0.00028501402,0.001122796,5.805916e-05,0.012145433,9.6787466e-05,0.0008833727,2.4050614e-05,0.00038652253,0.006628664,0.0007705891,0.0014688681,4.866918e-05,0.000562704,0.00018128,0.0071307924
825b8ad2-76f0-11e9-85ba-4ccc6a492333,e200c9d606d94c2ab155bc84f8fb0a3b,雕塑、造像,像,0,0.99754435,1.3705125e-05,9.881585e-06,3.7194877e-06,2.0636624e-06,1.2300131e-05,3.0695976e-06,0.0018347945,9.116431e-05,1.6787037e-05,1.4163548e-05,2.1842869e-05,1.0503876e-05,1.6880342e-05,2.410913e-06,5.1671695e-06,3.197307e-05,0.0001869222,0.00017831684
84839f97-76f0-11e9-85ba-4ccc6a492333,3b87edef17164b638897cb07bd7d1623,雕塑、造像,像,0,0.99482274,7.296026e-05,4.712547e-05,9.105737e-05,6.8535087e-06,0.00067099574,8.9819725e-05,0.00018337382,0.00014178087,6.4558146e-05,8.2074475e-05,9.8692835e-05,0.0001244094,0.00014208083,0.00017441441,2.4937422e-05,2.4645953e-05,0.003093296,4.4313874e-05
bc626f9f-76f0-11e9-85ba-4ccc6a492333,1ade7259bb6f44208ae024989ea5c6b7,雕塑、造像,像,0,0.9990115,1.0619659e-05,4.5952897e-06,2.589215e-06,1.5873447e-06,3.8270515e-05,1.5746015e-06,0.0004251621,1.8898038e-05,6.4537294e-06,2.1596692e-05,2.8586528e-05,4.387385e-05,2.3326216e-05,1.295833e-05,8.6256847e-07,1.2434646e-05,0.00012715992,0.00020791421
6e34b4bf-76f0-11e9-85ba-4ccc6a492333,96a57f1edb7c4677b348591c17eead7e,雕塑、造像,像,0,0.92465,0.00049182004,0.0047040987,0.00016350196,6.0028677e-05,0.00052052573,0.0051950687,0.0466332,0.0006830485,0.00036105656,0.0008510378,0.00030137558,0.00023480423,0.000554819,7.769384e-05,0.00027682004,0.0054127583,0.00041631295,0.008412035
987fc782-76f0-11e9-85ba-4ccc6a492333,b84403a335b24662b66c26baa3b46f0a,雕塑、造像,像,0,0.9785568,0.00037732878,0.001144506,0.0012235157,5.875303e-05,0.0018319195,0.0042650797,0.00075323787,0.00041580887,0.00065638823,0.000570113,0.0022421721,0.0033660817,0.0002653836,0.00053084665,0.0010531663,0.00022368773,0.002138192,0.0003268928
804bbed5-76f0-11e9-85ba-4ccc6a492333,2348a75afef9446ea88a4f1f4eb22a66,雕塑、造像,像,0,0.9987066,6.0043603e-06,1.5575848e-05,2.7054752e-05,1.7680636e-06,0.00022745403,0.0004780982,3.55257e-06,0.00022163909,6.7239876e-06,9.429825e-05,1.2592912e-05,3.0518782e-05,2.5734707e-05,4.910131e-06,2.6830696e-05,3.7469833e-06,0.00010116051,5.802479e-06
8e08379f-76f0-11e9-85ba-4ccc6a492333,a999352cceca4931820a0310b6de0537,雕塑、造像,像,0,0.9993025,1.1232539e-05,1.3274491e-05,2.2904545e-05,4.414718e-07,6.528135e-05,4.3023792e-05,8.222824e-06,3.5480905e-05,1.7086692e-05,1.1222207e-05,6.816483e-05,0.0001802235,6.231537e-05,1.1585584e-05,9.334516e-06,3.9130387e-06,0.00012741658,6.3608236e-06
782ce35b-76f0-11e9-85ba-4ccc6a492333,f67b476ae7f74cb9bd3ea2e9c99bd699,雕塑、造像,像,0,0.9991067,5.220501e-06,1.755939e-05,2.6429577e-06,1.1308077e-06,1.0671232e-05,1.5096967e-06,0.00053570664,4.3507243e-06,1.8796194e-05,2.3427506e-06,4.2315864e-06,1.1672093e-05,1.6100406e-05,1.0141291e-06,3.7692888e-07,4.1327363e-05,0.00015051125,6.805107e-05
ad20e6ec-76f0-11e9-85ba-4ccc6a492333,8792a9690193489d9f2697a2f630d6b0,雕塑、造像,像,0,0.9994746,1.0043086e-05,1.6010345e-05,1.4999918e-05,5.852147e-07,1.767301e-05,9.860696e-06,3.7466034e-05,1.614084e-05,1.19151255e-05,1.4360643e-05,2.1930282e-05,5.28551e-06,4.2009375e-05,2.3222435e-06,5.8831342e-06,5.753037e-06,0.00028416197,9.089229e-06
a9c42fa0-76f0-11e9-85ba-4ccc6a492333,1dc577fdddbf48ab9b3746e544541a84,雕塑、造像,像,0,0.999941,2.17648e-06,3.294511e-06,6.0108414e-06,1.0717393e-07,2.4201881e-06,4.8015927e-06,6.112653e-06,1.7651444e-06,3.0086483e-06,1.8204363e-06,1.8014939e-06,6.7281644e-06,7.551099e-06,8.760895e-07,1.1847093e-06,1.3996586e-06,2.3975326e-06,5.4649117e-06
90bbf83e-76f0-11e9-85ba-4ccc6a492333,d15ead6b6ebb486f885d63ebaae3eab4,雕塑、造像,像,0,0.9997737,7.1404643e-06,3.4750826e-06,1.4883927e-06,4.7222395e-07,9.550024e-06,2.2392956e-06,3.877824e-05,3.8183357e-06,4.9448945e-06,2.304661e-06,6.573188e-06,9.679173e-07,6.4629908e-06,8.597447e-07,1.2483589e-06,5.6967738e-06,0.000119524244,1.07952055e-05
a69102e6-76f0-11e9-85ba-4ccc6a492333,ce730fe3a5154684a3518b847894a63f,雕塑、造像,像,0,0.9993691,9.542755e-06,9.498807e-06,1.0954541e-05,2.3539872e-06,4.0982115e-05,3.7547023e-05,0.00025915974,9.512842e-06,5.9261465e-06,1.3508359e-05,2.7142085e-05,0.00011889459,6.441009e-06,2.002993e-05,1.1643461e-06,8.156591e-06,2.147529e-05,2.8625302e-05
87a4d5df-76f0-11e9-85ba-4ccc6a492333,4b24780a5bac421ca2a79cb1a6592a06,雕塑、造像,像,0,0.99883646,3.275825e-05,7.269233e-05,7.151226e-05,5.0894732e-06,2.230857e-05,0.00016507556,9.110063e-05,1.9874378e-05,1.682132e-05,3.61489e-05,6.611772e-05,2.2527838e-05,0.00016424424,1.4883744e-05,0.00010449362,2.0596393e-05,0.00019566377,4.166939e-05
7da4c9f3-76f0-11e9-85ba-4ccc6a492333,27892c713739438abaf2657ccfd03135,雕塑、造像,像,0,0.92020774,0.002786178,0.0021366382,0.0016489228,0.0013816963,0.0058801584,0.003929527,0.03204351,0.0002941568,0.00053739536,0.00049606763,0.0004483701,0.011561412,0.0010104186,0.0061031654,0.0009458642,0.0005076935,0.007917381,0.00016362194
de19d441-76f0-11e9-85ba-4ccc6a492333,e5eb05a8bd7e4368a02f6affb27b04eb,雕塑、造像,像,0,0.88153225,0.00012235921,0.00010874907,6.0330643e-05,0.0010683654,0.0014528784,0.00041301412,0.09849022,0.0003200963,0.0005179958,0.00055453664,0.00019513564,0.00055755716,0.00015867049,5.576906e-05,0.00047207068,0.0017452772,0.0036168885,0.008557896
201901291141260442015,1317e4bc1e8c42cc9ea6137dc7ed5538,雕塑、造像,像,13,0.027615305,0.093987495,0.0094669685,0.0071669063,0.02685639,0.014000282,0.072100304,0.066432565,0.05769901,0.030149069,0.054044273,0.00468707,0.00342481,0.2638789,0.007435905,0.012125934,0.008029701,0.07311605,0.16778314
84af4b23-76f0-11e9-85ba-4ccc6a492333,f71aa7bda0ec4ea0973e1951efd18300,雕塑、造像,像,0,0.9996625,1.0327714e-05,2.3842358e-05,8.264662e-06,1.7530277e-07,1.9447785e-05,5.9235804e-06,4.6890917e-05,1.2641961e-05,3.685872e-06,1.3550937e-05,5.0955628e-06,1.6161714e-05,1.4934005e-05,6.2577105e-06,2.0566072e-06,4.4577664e-06,0.0001378816,5.8984774e-06
85fcbb4c-76f1-11e9-85ba-4ccc6a492333,0ce58d0853b3495badd1ff7de50bdd4a,书法、绘画,像,6,0.0038366653,0.0015424124,0.0018920682,0.00020316,5.7332392e-05,0.00059424364,0.97281295,1.7658333e-05,0.00025173454,0.0001147413,0.0010958809,0.00025839233,0.00031742812,0.00030708793,0.0002288893,0.015203102,0.00025118943,0.00088190124,0.0001331426
a9c94c33-76f0-11e9-85ba-4ccc6a492333,f1149f913a3443d888dee7aee1926795,雕塑、造像,像,0,0.42965376,0.0011871308,0.00037774944,0.0033123516,0.0010109349,0.008793821,0.0010523074,0.012351371,0.17767558,0.001371358,0.0008799924,0.007122472,0.0001487425,0.033888087,0.0006205388,0.00012621566,0.014937438,0.012972254,0.2925179
cbf497bf-76f0-11e9-85ba-4ccc6a492333,7480fc03cc024afb9177627c095f728d,雕塑、造像,像,0,0.998256,1.21514495e-05,2.0693466e-05,1.7738623e-05,1.0961385e-06,0.00014805641,7.2147996e-05,1.9373863e-05,2.8328508e-05,9.637501e-06,9.3497365e-06,2.6891326e-05,1.9047241e-06,4.4120432e-05,2.1649485e-06,3.1767706e-06,3.8361824e-05,0.0012795203,9.311013e-06
c77fb4ca-76f0-11e9-85ba-4ccc6a492333,9ff3f4c6c89445fe855f7f91a432d348,雕塑、造像,像,0,0.98591495,0.00064568,0.00019706105,0.00042940004,1.3004157e-05,0.0006733714,0.00066669914,0.0004964079,0.0017227577,0.00019471972,0.00020398747,0.00017412682,0.00017809162,0.00067736994,0.00011740543,0.0006215345,6.500051e-05,0.006833565,0.00017485018
9600a843-76f0-11e9-85ba-4ccc6a492333,64bad941c9604386b69dc4f7f1f435fa,雕塑、造像,像,0,0.999014,6.6106964e-05,4.937664e-05,2.0197453e-05,3.6209447e-06,7.3687894e-05,0.000101514,0.00013368831,2.5822392e-05,2.4676514e-05,0.00010449845,3.7892514e-05,3.7723014e-05,1.988872e-05,1.3241114e-05,6.1211875e-05,1.4797672e-05,0.00018138642,1.6682417e-05
b969b6d6-76f0-11e9-85ba-4ccc6a492333,7325262d89c54ecb9419e675ec0c1f64,雕塑、造像,像,0,0.99989045,2.814312e-07,1.729237e-07,2.2646351e-07,1.892983e-08,1.7927958e-06,8.1595005e-08,2.2412034e-05,1.011015e-06,3.6514993e-07,1.095208e-06,2.5923396e-07,3.3264593e-07,1.199929e-06,6.580823e-08,1.3711417e-07,9.351992e-07,7.875836e-05,5.4823647e-07
