picID,objectID,categoryName,truth,pred,像,同,墨,镜,砚,炉,轴,佩,簪,碗,扇,盘,瓶,币,罐,心,钩,座,扣
c0c47964-76f0-11e9-85ba-4ccc6a492333,0feac0dce84347b7887f2f4f43e7d0d7,雕塑、造像,像,0,1.0,3.529515e-10,9.250906e-12,2.9424549e-12,3.3833583e-14,2.1918447e-09,2.358214e-11,1.7850893e-10,4.4707337e-12,5.720615e-14,2.2946117e-13,9.376468e-11,6.2987207e-09,1.2894913e-11,1.4864496e-12,7.654131e-12,1.039671e-11,5.5082555e-10,5.8415167e-10
7a0c6a00-76f0-11e9-85ba-4ccc6a492333,d5614b5cf4744262a992096d46e6bd6e,雕塑、造像,像,0,0.90369785,0.001063999,7.846806e-05,6.4267086e-05,5.2551677e-06,0.00068665703,2.0390902e-05,0.009050282,0.009982919,2.0814375e-06,8.7080996e-05,1.0397102e-06,0.00011884141,8.531101e-06,9.966556e-08,2.7612054e-05,0.07482068,8.999462e-05,0.0001937844
d2d97e15-76f0-11e9-85ba-4ccc6a492333,edf036ca5b3843fd887d7440f30e350c,雕塑、造像,像,0,0.99994516,1.0355542e-05,4.467891e-07,6.156973e-08,2.5420277e-09,2.0474545e-07,6.6109756e-08,6.9533103e-06,5.3724407e-06,6.431398e-10,1.1867784e-07,9.791911e-09,1.4537359e-05,1.3772026e-06,3.0341916e-09,3.0650885e-06,2.4340586e-06,3.237031e-07,9.508635e-06
d8896a38-76f0-11e9-85ba-4ccc6a492333,4722c362b8e94c2da2cbf5cc1d92e67b,雕塑、造像,像,0,1.0,1.4897656e-11,1.328248e-12,3.7785668e-13,3.4015888e-16,3.0444086e-10,2.2083592e-11,4.925166e-12,2.497147e-13,2.782415e-15,8.5859725e-14,1.7796819e-12,3.027812e-10,6.6471134e-14,1.9373188e-14,1.3569846e-12,6.820029e-13,8.85606e-09,9.298032e-12
ad50f139-76f0-11e9-85ba-4ccc6a492333,7c74bfae236c42a8a2de405ccca722ba,雕塑、造像,像,0,0.9999995,3.4995725e-08,2.6842056e-10,7.051037e-10,2.711077e-12,6.2030403e-09,5.5687252e-08,5.7980728e-08,8.419488e-09,8.96526e-11,3.3074218e-10,2.0537514e-09,5.4079248e-08,9.985178e-10,6.5722516e-10,3.8850896e-09,5.1937095e-09,1.917585e-07,2.1388897e-09
7e7e3646-76f0-11e9-85ba-4ccc6a492333,8a6b6c6e022945dfabe305cd977b65b7,雕塑、造像,像,0,0.9999999,2.1720004e-10,1.5742924e-11,2.8780025e-11,5.4935338e-14,1.8456387e-11,9.180179e-11,3.9197634e-08,2.5330843e-11,3.3895732e-13,1.7625523e-11,1.3013609e-11,2.2865858e-09,4.955035e-12,4.0313643e-13,1.4907716e-11,2.5119913e-11,6.688134e-08,2.9013178e-10
7eaee835-76f0-11e9-85ba-4ccc6a492333,88dc6d4be4734c23a9ba7006eb5a0a35,雕塑、造像,像,0,0.99999976,1.0043021e-12,9.729278e-13,7.844725e-14,9.876963e-18,3.780464e-12,5.2849766e-13,7.524691e-12,8.002658e-13,2.7388588e-15,3.0161505e-14,2.620828e-13,2.6395644e-10,1.7176151e-12,1.7105442e-15,1.7805397e-13,7.7158944e-13,1.9199459e-07,1.06316934e-11
db4c19ec-76f0-11e9-85ba-4ccc6a492333,09b0ffc9c8544c07959736fca0c758fb,雕塑、造像,像,0,1.0,8.595764e-12,1.2756246e-13,1.8587932e-13,1.476365e-16,1.7758614e-11,4.9088854e-12,3.405192e-12,1.5228953e-13,6.5446174e-15,1.7055162e-13,1.0491646e-12,5.4968363e-10,4.847805e-14,3.060413e-14,9.17723e-13,2.6069277e-14,9.670742e-09,2.0469134e-12
9b586dad-76f0-11e9-85ba-4ccc6a492333,2d44e707efd94245bd68bcb4b4b6ab56,雕塑、造像,像,0,0.9999646,7.4390843e-10,4.0595227e-10,1.6015464e-10,1.0573422e-11,1.5501426e-09,2.5457552e-09,2.0569138e-09,1.9579376e-10,2.731922e-12,2.5429912e-11,1.6142468e-09,2.9343536e-08,1.3109643e-10,1.0320919e-09,2.0813267e-09,5.9077285e-11,3.5398658e-05,1.250533e-09
8bce1309-76f0-11e9-85ba-4ccc6a492333,e67c0e2aa5b34061958de7986c5fac32,雕塑、造像,像,0,0.9998765,3.1078873e-09,8.0718593e-10,3.0678386e-09,2.9818617e-13,5.564637e-10,5.8047926e-09,1.2976772e-09,4.3137535e-10,1.9452948e-11,9.4868724e-11,1.3638479e-09,4.5614357e-08,8.0571844e-10,4.7199245e-11,1.0099385e-09,1.964512e-11,0.00012346095,5.7161054e-09
