picID,objectID,categoryName,truth,pred,像,同,墨,镜,砚,炉,轴,佩,簪,碗,扇,盘,瓶,币,罐,心,钩,座,扣
81a35048-76f0-11e9-85ba-4ccc6a492333,1f007d64954f4fd28ba15f27ddf11617,雕塑、造像,像,0,0.9998888,9.722074e-06,9.960545e-06,7.2538666e-07,1.6205364e-07,1.1383281e-06,1.4765941e-06,2.2007107e-06,9.0102253e-07,2.6485667e-09,3.0265808e-06,1.6482711e-07,6.319813e-05,1.0954448e-05,9.527582e-09,9.392748e-08,5.622861e-07,6.7637625e-06,6.7427943e-09
bfe59162-76f0-11e9-85ba-4ccc6a492333,a82171c9d0a849a7b4d84f6c8fa5581e,雕塑、造像,像,0,0.99997866,1.07905734e-07,2.8422977e-07,3.96984e-09,3.7589543e-10,5.358426e-08,9.858149e-09,1.4584394e-07,2.1308138e-07,1.8144979e-09,9.0090374e-08,1.3251218e-09,2.0113454e-05,5.939795e-08,2.4073248e-09,5.8266063e-09,1.2681796e-08,1.4576662e-07,7.9351466e-08
aba499ae-76f0-11e9-85ba-4ccc6a492333,2072a40574854e8dbb13b26d19748b29,雕塑、造像,像,0,0.9999987,6.377458e-09,3.074847e-08,3.3654203e-08,1.0453809e-10,1.9418135e-08,7.485068e-10,7.07236e-08,2.0715332e-08,5.3491562e-09,1.6028709e-08,1.1939725e-09,4.8035577e-07,3.0422022e-08,4.090793e-09,8.431305e-10,1.1054753e-08,4.7351594e-07,1.4374567e-08
921b769e-76f0-11e9-85ba-4ccc6a492333,e15f155636274bd0935747ecfc14a84d,雕塑、造像,像,0,1.0,2.2843127e-11,1.970339e-11,3.660787e-11,3.0576605e-13,2.0696815e-10,4.4343137e-10,8.68746e-11,2.4520527e-10,1.5506356e-12,1.30047275e-11,2.7306083e-11,2.7264526e-09,4.7233262e-11,2.9144267e-12,2.6853323e-11,2.0132995e-09,2.8787978e-08,1.4818886e-09
a2070561-76f0-11e9-85ba-4ccc6a492333,04418562faf14d92bce69f8a443778aa,雕塑、造像,像,0,0.9995396,9.419302e-07,2.1339536e-06,5.418808e-07,3.479624e-08,2.1795177e-07,5.3091285e-06,9.747871e-08,0.0001185349,2.6618515e-08,1.0172099e-05,1.4457648e-07,1.8546662e-05,0.00023880217,1.1970223e-08,1.2940453e-08,6.3589636e-05,1.2748204e-06,2.627014e-08
7935d79c-76f0-11e9-85ba-4ccc6a492333,9875a22c1aeb483299947effe53d066f,雕塑、造像,像,0,0.99998033,7.54799e-08,3.1153505e-07,4.7603304e-08,1.7094735e-08,4.845901e-07,7.0920606e-08,1.7907201e-06,1.2293499e-05,7.1852426e-09,7.1778764e-08,3.3585483e-08,8.724827e-07,2.9546013e-06,5.2821836e-09,1.6223726e-08,1.6938773e-07,3.390775e-07,1.2023835e-07
db599c4c-76f0-11e9-85ba-4ccc6a492333,b62e071a8cce4cb393a0a572a8a9e279,雕塑、造像,像,0,0.9999999,5.422495e-10,4.1889354e-09,2.4956184e-09,2.1565525e-11,4.6834363e-09,1.692314e-10,1.0417999e-09,3.5209569e-09,1.8916686e-10,6.869283e-10,4.839414e-11,1.7102897e-08,7.6748813e-10,3.792708e-11,3.3128658e-10,1.4603108e-10,9.755429e-08,1.0073853e-08
cf1f7609-76f0-11e9-85ba-4ccc6a492333,05cb774f24fd42c7aaabd37af95b9445,雕塑、造像,像,0,0.99999845,9.237841e-09,5.186812e-10,3.3414513e-09,3.6954248e-10,6.90313e-07,4.1333823e-08,1.3642152e-08,5.168564e-09,2.4393807e-09,6.1355074e-08,3.5383345e-09,6.401252e-07,5.5641514e-09,3.1216225e-09,7.039379e-10,3.7444114e-09,1.0392254e-07,2.7333633e-09
a7f163dc-76f0-11e9-85ba-4ccc6a492333,a186570cb2bb4def96cbfb49d34ba3f2,雕塑、造像,像,0,0.9999902,5.076063e-08,2.7672255e-07,1.05883466e-07,3.3659293e-09,1.4925321e-08,5.7825247e-08,7.362008e-06,3.8597065e-08,1.4270473e-08,3.2853073e-08,1.9541655e-08,1.0566905e-06,1.221928e-07,1.5641273e-08,1.3600471e-08,2.0459996e-08,5.6648673e-07,9.455646e-08
c7b1878f-76f0-11e9-85ba-4ccc6a492333,43b20d9edf314aceb223dd3ccfbbbcca,雕塑、造像,像,0,0.98324454,0.00065335404,2.3666604e-05,1.9427855e-05,7.168665e-06,0.00018819573,0.0050487504,3.8484636e-06,0.00041714127,9.49956e-07,0.0002896577,3.7805712e-05,2.08144e-05,0.000584384,4.6611171e-07,0.003664895,0.00014549632,0.0049940054,0.0006553985
