picID,objectID,categoryName,truth,pred,像,同,墨,镜,砚,炉,轴,佩,簪,碗,扇,盘,瓶,币,罐,心,钩,座,扣,环,章,钱,宝,书,盖
a75047f9-76f0-11e9-85ba-4ccc6a492333,90b3fef6f1684670b24287f2b843537b,雕塑、造像,像,0,0.9999974,1.2628706e-09,7.630566e-09,1.3600645e-12,3.5052546e-13,2.4555578e-09,8.8828836e-13,1.2956872e-09,3.7750977e-10,2.6377637e-12,4.781076e-12,2.8437062e-11,1.0671916e-07,1.0421506e-10,4.6223032e-14,6.822158e-13,1.9423931e-11,2.149974e-09,4.3770374e-09,7.2274964e-12,2.555529e-06,1.8700774e-11,3.21706e-11,2.129147e-11,1.945076e-12
8d8cc289-76f0-11e9-85ba-4ccc6a492333,74b815fb3ad24611b8957f8007108eee,雕塑、造像,像,0,1.0,8.655753e-11,2.8549415e-11,2.6699686e-12,4.559669e-15,1.6757363e-11,3.902151e-12,6.495757e-11,3.6587067e-11,1.2545413e-12,9.331539e-12,2.4312891e-12,1.1126896e-09,5.1171376e-11,3.6988645e-14,1.5565652e-12,1.2690421e-11,4.9852785e-11,7.930427e-12,3.3623443e-12,1.2457255e-09,4.9141502e-12,1.2220726e-11,1.8727656e-12,4.388744e-13
a0c68f50-76f0-11e9-85ba-4ccc6a492333,b830d8ff77f04d77bdc3614eb9a0345e,雕塑、造像,像,0,0.99999976,3.106054e-09,1.3145234e-10,5.640554e-11,9.0943156e-14,5.940164e-10,5.614447e-12,1.9193433e-11,5.085808e-10,1.5420467e-12,5.587206e-12,3.1231958e-11,2.2320667e-07,4.9010095e-11,4.03476e-15,9.016705e-12,4.5447036e-13,2.1084348e-09,8.058582e-09,3.7825427e-11,1.0784186e-09,7.344636e-12,8.97456e-13,3.735508e-12,2.1970656e-11
917e32ae-76f0-11e9-85ba-4ccc6a492333,2a13c6ee485c4a408b68812f9b8f7f2d,雕塑、造像,像,0,1.0,3.5443648e-13,5.9959646e-14,5.3075195e-15,1.8858739e-16,8.2237284e-14,5.046435e-13,1.415325e-14,2.4176541e-14,2.9821804e-16,2.1559611e-14,1.1490632e-14,5.23537e-11,4.233461e-15,4.1127658e-17,6.2498275e-15,3.8610798e-14,1.4610081e-09,1.7413312e-14,5.31384e-15,2.2812711e-13,3.445985e-14,2.4803734e-15,4.662709e-15,1.4921229e-15
a48d5676-76f0-11e9-85ba-4ccc6a492333,4167f68ac51e44f2adb5c825d00931b9,雕塑、造像,像,0,0.99999833,1.7213157e-08,6.962233e-08,1.4058933e-09,4.5774795e-12,4.199256e-09,8.729262e-09,1.3149434e-09,2.6084942e-07,6.366612e-10,9.615274e-09,1.8827423e-10,1.3146508e-06,8.609574e-10,8.111955e-10,3.2313583e-09,1.3675478e-11,2.158189e-09,7.7944384e-10,1.2823653e-09,3.9503023e-09,1.6589565e-09,2.6144475e-10,1.1152795e-10,6.855356e-11
843f7692-76f0-11e9-85ba-4ccc6a492333,b27ea530c3c64819ae9e44b84190a99a,雕塑、造像,像,0,1.0,2.2866524e-12,5.5369854e-12,2.6271735e-14,5.7652595e-15,3.321592e-13,4.6488932e-14,1.1359108e-13,2.4468527e-14,2.4797394e-15,3.256302e-14,1.0663768e-14,2.1125603e-10,9.561315e-14,4.631489e-16,5.9027664e-15,3.0627822e-15,7.806294e-10,2.1947183e-13,1.5758103e-14,2.137535e-11,1.1763131e-13,1.650439e-15,1.3352777e-14,1.6964887e-15
d19a317b-76f0-11e9-85ba-4ccc6a492333,7f6ee303ee8844b18193bede169b0f88,雕塑、造像,像,0,0.99999964,2.0060945e-07,5.4258154e-10,1.0491864e-08,7.836538e-12,4.5077345e-10,7.5063455e-11,6.992441e-11,1.7651162e-10,1.9838091e-10,9.736253e-10,1.6095381e-09,2.0142293e-08,3.6026044e-09,1.0458841e-11,8.1902554e-11,3.876616e-12,7.680243e-09,2.5296114e-08,1.1400257e-09,4.419431e-08,2.5740033e-12,3.852382e-11,3.5637224e-10,9.0327895e-10
a9f0982b-76f0-11e9-85ba-4ccc6a492333,3e27ad5d9bc44cfdb67604813a5f5d5e,雕塑、造像,像,0,1.0,3.4623207e-12,1.9839507e-13,1.2079882e-13,1.250363e-16,7.6842204e-12,4.7193386e-14,7.805649e-15,1.12299085e-11,7.806055e-14,1.483127e-13,2.534493e-13,5.6102684e-10,8.2517435e-14,1.8592502e-17,5.9925806e-14,2.256225e-13,1.4810317e-10,1.2841455e-11,1.5748475e-12,1.2880122e-10,2.2343116e-13,5.059964e-14,2.276085e-14,1.8222247e-14
d53020f0-76f0-11e9-85ba-4ccc6a492333,75d129f1209c457e8d1f93ebbe8e3822,雕塑、造像,像,0,1.0,6.1515433e-09,2.0598741e-11,6.974568e-11,2.9334984e-13,4.759112e-10,4.6496166e-12,9.086138e-13,2.9287663e-11,3.6396134e-12,5.7598083e-11,8.269714e-12,4.94579e-09,6.3946466e-11,6.941366e-14,4.243589e-12,2.4532108e-12,7.352676e-10,3.7821996e-10,3.6492545e-12,3.4472427e-09,2.0427e-13,2.7236522e-12,1.0585016e-11,4.9588554e-12
a187eb4f-76f0-11e9-85ba-4ccc6a492333,b9d4dcd61a914bb28d14330243c514fc,雕塑、造像,像,0,0.6087913,0.002193954,0.012322688,0.010743038,0.0002056675,0.00085407204,0.0002160349,0.01689089,0.0014309045,6.64587e-05,0.002696045,0.00019335245,0.008260384,0.32715115,0.000460497,0.0001396344,0.0004131874,0.00035150666,4.493022e-05,0.0006082492,0.00069087,0.00019859568,8.632163e-05,0.0007611292,0.0042290417
8f7e4960-76f0-11e9-85ba-4ccc6a492333,6591a1ef27644ae2976be8744092c4d3,雕塑、造像,像,0,0.99999857,6.6835465e-12,9.8146995e-14,1.1447953e-11,3.7604197e-14,2.6160893e-10,7.706131e-10,5.1827e-13,3.9939814e-12,1.2024058e-12,2.9107092e-10,2.6556006e-13,1.4590618e-06,1.4479051e-11,2.2283737e-11,2.3001582e-11,2.4475751e-12,8.364383e-10,9.136406e-12,3.5303414e-12,6.8426423e-12,4.3714463e-12,2.6702449e-12,5.7653366e-12,4.4064608e-13
a3f9d7b9-76f0-11e9-85ba-4ccc6a492333,81e21d384ffb4a78bd8abee73a6b04bc,雕塑、造像,像,0,1.0,4.1790373e-14,8.141527e-14,3.8465604e-15,2.4232564e-16,5.3559517e-13,7.4588646e-15,7.75292e-14,5.7716656e-14,3.861481e-16,2.2898176e-15,7.933169e-15,1.3554495e-10,1.0067067e-13,1.5350597e-16,3.010092e-15,2.1308058e-15,8.938316e-12,3.074997e-12,8.29039e-15,5.2438128e-12,3.1198693e-14,1.3200478e-15,3.2962933e-15,3.5472268e-16
7e791af5-76f0-11e9-85ba-4ccc6a492333,9291099348c94db7b2bf64d7b7c2ed63,雕塑、造像,像,0,0.9999999,3.0287092e-12,1.703879e-11,3.5211061e-12,2.0106655e-14,1.1508991e-10,4.4199894e-11,6.451823e-11,2.5826653e-11,1.4186201e-13,1.3038623e-12,1.0923244e-12,1.0647337e-08,8.8277085e-13,3.4889683e-13,5.599053e-14,8.05721e-14,8.207441e-08,1.517518e-11,6.27261e-12,1.1058038e-11,2.974233e-12,3.99819e-14,8.2322696e-13,7.4150647e-14
a6dadb64-76f0-11e9-85ba-4ccc6a492333,3b11831db47e493baf36105801640ac5,雕塑、造像,像,0,1.0,1.4255492e-11,3.6418507e-11,2.8650959e-13,1.7891794e-14,2.403324e-10,1.2573266e-13,2.097527e-11,2.815894e-12,3.4178658e-13,7.070494e-12,1.6138407e-11,5.9719207e-09,2.8766527e-11,4.953686e-15,1.5377463e-13,1.7304904e-11,1.0449124e-09,1.15993916e-10,8.67308e-13,5.3602753e-09,7.4692075e-13,9.78946e-13,7.2501037e-12,2.4227704e-13
8f338ee9-76f0-11e9-85ba-4ccc6a492333,e0ba413ec80d47b39d0706947ee8442a,雕塑、造像,像,0,0.9999999,1.383626e-10,4.448687e-11,1.8247454e-11,4.2693767e-14,1.2044651e-10,6.1041248e-09,9.167441e-11,9.563418e-09,1.6100864e-11,1.2237922e-10,5.1665924e-12,9.124558e-08,5.7768942e-11,9.867632e-13,2.1033399e-11,3.951201e-11,3.8852366e-10,1.3557104e-10,1.3849811e-09,3.176145e-11,6.714522e-10,1.6155622e-11,1.7575997e-12,5.268793e-13
bbda16e0-76f0-11e9-85ba-4ccc6a492333,10580619242740a88f2b7f206dbc883e,雕塑、造像,像,0,1.0,1.8280592e-10,1.1046346e-10,7.3504077e-13,1.6577278e-14,8.033316e-11,1.9642892e-12,3.4306153e-09,9.8107605e-11,5.7275614e-13,5.2605017e-12,3.968944e-11,3.9260546e-09,9.391575e-11,1.4654532e-14,1.6422083e-12,7.0565664e-11,4.9010995e-09,1.05836284e-10,1.8937798e-11,3.5746947e-08,1.827215e-11,1.585417e-12,4.152583e-12,2.096678e-12
8a9d4c92-76f0-11e9-85ba-4ccc6a492333,4baa3bfe681f4e6b8a544b245bdbe96b,雕塑、造像,像,0,0.9999995,2.01462e-09,2.0347773e-10,1.4011766e-11,1.11430735e-13,7.981358e-10,6.4972534e-11,6.200421e-11,1.9291875e-10,6.3950555e-12,1.113548e-11,7.407511e-11,4.4757851e-07,5.8632e-11,3.0293248e-13,2.9017969e-11,9.566702e-12,4.662801e-09,1.324912e-09,1.537666e-10,2.8986758e-08,1.44976635e-11,9.3791294e-11,1.1353986e-10,1.1418808e-11
c4000f59-76f0-11e9-85ba-4ccc6a492333,78adeccb204f425ba1aab7594ba9be0a,雕塑、造像,像,0,0.9999993,6.037711e-10,1.6258465e-10,1.36406875e-11,8.3977814e-14,1.3436754e-09,5.28663e-12,2.4037149e-11,5.6759063e-11,9.528398e-13,3.2671025e-12,9.929348e-12,4.8220346e-07,3.9815276e-11,9.787829e-13,7.30203e-12,1.1211056e-13,3.0368844e-10,2.185631e-09,1.7700641e-11,2.4884943e-07,2.5793198e-12,2.2220546e-12,1.4441166e-11,6.9422025e-12
cbe16f3f-76f0-11e9-85ba-4ccc6a492333,40d57cecb69d4d58aa91897c02c622fc,雕塑、造像,像,0,0.9999975,1.7260592e-07,3.318553e-08,1.9355313e-09,1.2679862e-11,3.5515906e-09,4.9529136e-09,1.7085835e-08,2.6250813e-08,4.937031e-09,1.4987181e-09,7.943233e-11,2.4832033e-07,3.6000053e-10,5.2164806e-10,4.5553578e-10,7.323825e-10,9.230668e-08,1.5401886e-08,2.2693054e-09,1.9810032e-06,4.1085757e-10,7.8885665e-10,7.8598356e-10,4.5359105e-10
