picID,objectID,categoryName,truth,pred,像,同,墨,镜,砚,炉,轴,佩,簪,碗,扇,盘,瓶,币,罐,心,钩,座,扣,环,章,钱,宝,书,盖
8be451d8-76f0-11e9-85ba-4ccc6a492333,43015b405b8c4b05a0146f3c277ec4da,雕塑、造像,像,0,0.9958527,6.9856076e-05,1.9291532e-05,1.34224865e-05,3.6489737e-06,3.4494213e-05,4.7711997e-05,3.4113706e-05,0.000119856806,1.7809587e-05,4.0069204e-05,2.789159e-05,1.5875019e-05,4.9003298e-05,6.6526404e-06,1.0085195e-05,5.392764e-05,0.0033129351,2.2974109e-05,1.1872503e-05,8.439713e-05,4.43848e-05,2.20366e-05,3.1487412e-05,5.3445045e-05
918a72f0-76f0-11e9-85ba-4ccc6a492333,dd380168c90c4347a6186bbc9bc4a875,雕塑、造像,像,0,0.99939287,1.871653e-05,2.6336505e-05,7.682157e-06,2.4339997e-06,1.1905099e-05,4.831623e-05,6.692092e-06,6.0041443e-06,1.2149427e-05,1.9724792e-05,1.2124495e-05,4.247526e-06,1.48860445e-05,6.7264e-06,4.5647243e-06,1.8233615e-05,0.0002827189,2.6834837e-06,9.194792e-06,4.16003e-05,1.8293496e-05,4.6841556e-06,8.757565e-06,1.840967e-05
201901291141261628095,c22937e8f70042f187b6627033318ce7,雕塑、造像,像,0,0.9281555,0.00078336603,0.0007292728,0.00082518987,8.643821e-05,0.0010714955,0.0044566905,0.0015668734,0.005358898,0.0005662038,0.0016856057,0.0008577467,0.017935388,0.018238133,0.0005571291,0.00062566507,0.002175913,0.0011279125,0.0004195176,0.00037408943,0.009726995,0.000534771,0.00094384636,0.00093941373,0.0002580347
8046fcab-76f0-11e9-85ba-4ccc6a492333,c42564830f144a3fbf7b1bbd84f33124,雕塑、造像,像,0,0.9993925,1.2114574e-05,9.382082e-06,2.8186184e-06,3.5996243e-07,5.252669e-05,2.8170665e-05,2.9956163e-05,9.421298e-06,1.6132683e-05,4.762172e-06,6.8472414e-06,1.664379e-05,1.5576934e-05,2.6377342e-07,7.8178823e-07,1.1534743e-05,0.00026794733,1.6131859e-06,2.7848641e-06,9.8019795e-05,4.5316324e-06,2.7880797e-06,6.92592e-06,5.590347e-06
71e824b7-76f0-11e9-85ba-4ccc6a492333,52ee20350d0c4117a6b741020fc3f0ee,雕塑、造像,像,0,0.99963665,4.250754e-06,2.2979408e-05,1.3574806e-06,1.3343105e-06,1.354162e-05,1.4878291e-05,1.9101664e-05,2.6753305e-05,1.1646563e-05,1.5201255e-05,4.1747517e-06,1.3908146e-05,1.42750305e-05,7.3232815e-07,1.4969501e-06,4.980261e-05,6.688649e-05,8.040548e-06,1.493203e-06,3.070539e-05,4.947486e-06,6.4565115e-06,1.4847731e-05,1.4461535e-05
cd529c04-76f0-11e9-85ba-4ccc6a492333,45e403ebec494bffbc33b33091236371,雕塑、造像,像,0,0.999559,4.1433286e-06,2.837992e-06,2.6836842e-06,2.813115e-06,5.2488518e-05,1.257372e-05,1.3656637e-05,6.4354904e-06,8.825127e-06,3.5950588e-06,6.512642e-06,4.640231e-05,2.5512109e-05,4.3257026e-07,2.1938126e-06,8.271139e-06,0.00016577766,1.3484615e-05,4.599667e-06,2.3426994e-05,3.1058505e-06,4.099645e-06,5.723899e-06,2.1538368e-05
b7162748-76f0-11e9-85ba-4ccc6a492333,fec12ea11ebf4a1c9dea28b46543ec31,雕塑、造像,像,0,0.99867284,4.9202237e-05,5.4647804e-05,1.3782004e-05,3.708032e-06,4.2574407e-05,0.00021746114,0.00011750261,4.5855245e-06,6.556248e-05,2.6649195e-05,1.1580249e-05,0.00024389662,0.00019178474,3.3333563e-06,3.2113963e-05,1.5714586e-05,2.2091483e-05,9.063499e-06,5.0072187e-05,7.286523e-05,1.4751383e-05,2.431141e-05,2.6681593e-05,1.3299441e-05
9d3481d9-76f0-11e9-85ba-4ccc6a492333,ad5327581b2f4569b67e4e8ab91060a1,雕塑、造像,像,0,0.9998454,1.7428632e-06,3.3614724e-06,7.871869e-07,3.1878199e-07,1.1722604e-05,3.2017284e-05,3.7635077e-06,2.7373992e-06,4.0356717e-06,1.4885316e-05,4.797898e-06,5.57419e-06,2.1076924e-06,2.5948765e-07,1.3506648e-06,2.1257877e-06,4.2394207e-05,1.1158472e-06,2.016046e-06,8.779021e-06,1.3364256e-06,2.8708005e-06,2.7296514e-06,1.7626795e-06
b57fc3e3-76f0-11e9-85ba-4ccc6a492333,22422f3627e54ad3acbbde4efdf4a193,雕塑、造像,像,0,0.7526683,0.0036189887,0.000815084,0.0020703808,0.0011771152,0.0026039788,0.003079479,0.051469937,0.0030687521,0.0039532925,0.002302665,0.0033292884,0.0065870457,0.012943719,0.00074710615,0.0014063363,0.0027393268,0.023650773,0.0135534825,0.0011606044,0.0656823,0.022284497,0.0058956435,0.006484002,0.006707854
8b5c2858-76f0-11e9-85ba-4ccc6a492333,12d4300cf3594fb483e289e457b16a99,雕塑、造像,像,0,0.99485993,9.999368e-06,8.623649e-05,7.825036e-06,2.3851142e-05,4.0427785e-05,0.00018517884,0.00013757467,4.355897e-05,0.00023843923,3.488505e-05,8.977699e-05,0.0013290052,8.006771e-05,2.4754572e-05,2.4739988e-05,3.5875633e-05,0.0008456998,6.6023276e-05,7.615207e-05,0.0014934815,1.5904176e-05,2.839501e-05,6.2081e-05,0.00016016788
a8069a12-76f0-11e9-85ba-4ccc6a492333,ae947962fb1e473682d52b1179cc3003,雕塑、造像,像,0,0.999361,6.630905e-06,1.3299932e-06,1.567734e-06,2.0476296e-06,1.4154661e-05,2.206036e-06,0.00011116824,2.6871319e-06,2.9694238e-06,4.3758278e-06,5.5775445e-06,1.0137764e-05,9.566532e-06,2.2170495e-06,2.7952555e-07,3.8482062e-06,0.00040225242,8.927147e-06,3.668274e-06,1.6456692e-05,3.1868876e-06,8.160754e-07,2.8976513e-06,2.0120631e-05
93b72c4c-76f0-11e9-85ba-4ccc6a492333,f1be2f98b9aa4fc98754f96c5b4f4449,雕塑、造像,像,0,0.92907757,0.00035348436,0.00028194164,4.5984205e-05,0.00012491462,0.00030276552,0.001191344,0.05912093,0.0011199693,0.00021703189,0.0018101358,4.4507487e-05,0.00015015677,5.249007e-05,0.00077762443,9.5211624e-05,0.0026706494,0.00018959415,0.00052138773,0.00052493607,0.0004558445,1.0833116e-05,6.0325776e-05,0.0007467224,5.3503813e-05
d466c00d-76f0-11e9-85ba-4ccc6a492333,407077f92a9843eba3ac3cffbf3e5f90,雕塑、造像,像,0,0.998776,1.0233669e-05,4.797145e-05,4.001101e-06,1.3447536e-06,9.0888425e-05,0.00040074787,6.0336948e-05,1.9981631e-05,4.098835e-05,3.4263907e-05,2.6125264e-05,8.503527e-05,8.311904e-06,3.529774e-06,1.5152795e-05,1.8256507e-05,0.00022824258,5.133245e-06,2.3368382e-05,4.4616932e-05,1.20693e-05,5.1780466e-06,2.4345618e-05,1.3830554e-05
cd96320a-76f0-11e9-85ba-4ccc6a492333,06e8b14bba2843a7bb133fefa422b8e9,雕塑、造像,像,0,0.99700934,5.71911e-05,4.617126e-05,1.9760757e-05,1.0953821e-05,8.8715926e-05,0.0002064112,0.00026426846,0.00012726137,0.00014595264,0.00015188922,7.2263516e-05,6.945141e-05,6.349427e-05,8.19132e-06,1.8877978e-05,7.500041e-05,0.000773572,8.3000145e-05,4.526398e-05,0.0002742339,9.1677786e-05,8.552647e-05,0.00010758938,0.000104004685
db86d6ca-76f0-11e9-85ba-4ccc6a492333,08d345d140c7470c99416b3b73f10d54,雕塑、造像,像,0,0.99638957,9.407401e-05,0.0002952824,1.2599657e-05,1.2363478e-05,0.00016818137,9.1513655e-05,0.00016334529,0.00068960607,0.00011031055,0.00012812954,9.624615e-05,0.0011935523,0.00021634907,1.3857747e-05,1.8653576e-05,0.00014345723,9.220391e-06,2.1831798e-05,1.743613e-05,1.5125328e-05,2.2623584e-05,1.0334034e-05,1.6417576e-05,4.9858758e-05
b66906de-76f0-11e9-85ba-4ccc6a492333,afbcd4b8ec9344349fc3f696b1eca7bb,雕塑、造像,像,0,0.9978097,7.767567e-06,1.5913984e-05,1.0001565e-05,2.3589912e-06,2.1764577e-05,4.8793616e-05,3.5902478e-05,2.6684782e-05,4.3471176e-05,4.3362696e-05,6.715761e-05,0.00035129514,0.00016280601,1.1156573e-05,2.1584538e-05,2.4070843e-05,0.00024320012,1.3106975e-05,6.395888e-06,0.0009799689,1.0316668e-05,1.2874417e-05,1.1748501e-05,1.8615305e-05
926a20c7-76f0-11e9-85ba-4ccc6a492333,0615767ee090420d9ff8f7c29371384f,雕塑、造像,像,0,0.99246264,0.00036260765,0.0003959441,1.3101999e-05,2.3384786e-05,9.1270675e-05,0.0009133237,0.00030179057,0.00079273636,5.608991e-05,0.00013337859,3.63446e-05,0.00023746397,0.000735034,3.1666117e-05,0.00012972848,0.0018089537,9.627977e-05,5.9930688e-05,3.9486767e-05,0.00086410093,6.5081695e-05,4.9501057e-05,0.00029335305,6.809243e-06
86dc5227-76f0-11e9-85ba-4ccc6a492333,bcd0dd9bde6d4e32aa78982ff1efb9f5,雕塑、造像,像,0,0.9956126,1.1999173e-05,0.00015087276,1.6113549e-05,2.5153517e-05,0.00080287136,4.6056874e-05,0.00010735499,0.00011983831,4.123687e-05,8.7442124e-05,3.8235255e-05,0.0016591327,4.800562e-05,3.677932e-05,8.3821105e-06,4.6485173e-05,0.00063712365,5.1288414e-05,6.319699e-05,8.1749604e-05,1.838811e-05,7.363996e-05,2.3770306e-05,0.00019229497
