picID,objectID,categoryName,truth,pred,像,同,墨,镜,砚,炉,轴,佩,簪,碗,扇,盘,瓶,币,罐,心,钩,座,扣,环,章,钱,宝,书,盖,杯,壶,条,戈,镯,册,璧,圈,刀,带,斧,扳指,盒,铃,戒指,剑
716e61aa-76f0-11e9-85ba-4ccc6a492333,54629ffa5d3b40a38cac892c32548609,雕塑、造像,像,0,0.9996338,2.4991664e-06,5.019851e-06,6.190391e-07,7.1554535e-07,3.1663426e-06,2.0864118e-06,4.436042e-05,4.784798e-06,1.0491597e-06,7.1370964e-06,1.2184356e-06,1.4248821e-05,5.4636707e-06,1.0072326e-06,1.9410622e-06,2.7945434e-06,0.00012506425,2.5230854e-06,2.820832e-06,3.5176217e-05,2.454725e-06,4.3162842e-07,1.157581e-06,2.8222796e-06,1.3183008e-05,3.1784016e-06,2.4854815e-05,4.4655394e-06,3.0248914e-06,1.360464e-06,4.3948994e-06,9.727156e-07,2.224539e-06,1.3579026e-06,8.660274e-08,5.2581504e-06,3.4972274e-07,2.9585208e-05,3.104986e-07,1.0061921e-06
dc7680d0-76f0-11e9-85ba-4ccc6a492333,cb1497d6606c4d6ab899ba59364d0ade,雕塑、造像,像,0,0.9941654,4.187858e-05,0.00028986667,3.381916e-05,1.790427e-05,0.00036456416,8.0062804e-05,6.316612e-05,0.00019722487,4.191734e-05,2.3980507e-05,6.814831e-05,0.000121404555,0.00027499095,9.435822e-06,4.1808828e-05,3.5657187e-05,0.00064886914,9.935624e-05,0.0001078037,0.00075246015,0.00012870904,5.1863186e-05,0.000111784255,3.0406272e-05,4.8214824e-05,0.00010244448,4.2763244e-05,6.522694e-05,4.1043986e-05,4.3937373e-05,3.401602e-05,0.0001988085,4.113615e-05,8.949968e-05,1.291132e-05,8.536632e-05,1.0356743e-05,0.0012753721,7.5754244e-05,3.065773e-05
78b2d0de-76f0-11e9-85ba-4ccc6a492333,a585520743b742be902ca1ba17a5daa1,雕塑、造像,像,0,0.92200005,0.0005355548,0.0011546105,0.0008026437,0.00028990704,0.0008193226,0.0011469721,0.017279737,0.0010319112,0.00037200458,0.001297317,0.00013507798,0.0048642824,0.016279504,0.00017780879,0.00087867124,0.0019717722,0.0046668393,0.0017538975,0.0011482612,0.0033582423,0.0008726419,0.0010918089,0.000510761,0.0002222061,0.0007409534,0.0016674824,0.0009394995,0.0027167203,0.00028842947,0.000994955,0.0008496531,0.0006479731,0.00079567474,0.0018249864,0.0004258591,0.00031244115,0.00012219908,0.0015865589,0.00097183645,0.00045314655
dc9b4d7d-76f0-11e9-85ba-4ccc6a492333,127e4771614c4fd2b10af6e1860d37bd,雕塑、造像,像,0,0.9844611,9.309176e-05,0.00027220906,0.00013500667,2.4016352e-05,0.0004954245,5.34369e-05,8.293947e-05,0.00043451204,5.837112e-05,0.00016637078,0.00010095017,0.00041881888,0.00041105595,4.4344873e-05,0.00011295214,0.00021351187,0.0037005236,9.465573e-05,9.029477e-05,0.00046068057,6.6200955e-05,3.2549455e-05,0.00015293619,8.598749e-05,8.346984e-05,0.00013222733,0.00010281546,0.00021967311,5.7435587e-05,0.00012386475,4.9162973e-05,5.6473564e-05,0.00034603095,0.00013218043,1.845434e-05,8.065292e-05,2.4575758e-05,0.006211589,5.284608e-05,4.6637037e-05
714ba3b1-76f0-11e9-85ba-4ccc6a492333,1463e013c82343f9a7aba5d6dbba8b90,雕塑、造像,像,0,0.9997838,1.5467609e-06,1.4128519e-05,1.2177888e-06,2.0463824e-07,1.9980298e-06,4.3890495e-06,4.1499814e-05,1.5304153e-06,1.8432149e-06,4.6115165e-06,6.0682686e-07,3.726784e-05,6.0330963e-06,8.586751e-07,2.8207007e-06,2.2934805e-06,2.5476604e-05,1.6617317e-06,7.070304e-07,1.4517904e-05,8.7833405e-07,5.7793596e-07,9.3285126e-07,2.6052348e-07,2.4508124e-06,1.3790542e-06,1.9818242e-05,1.0663255e-06,8.9712285e-07,1.48765e-06,1.7744834e-06,5.0319716e-07,1.0733244e-06,2.3019081e-06,2.0808932e-07,4.710901e-06,1.077901e-07,8.1328935e-06,2.3823452e-07,2.2273528e-06
7f7104db-76f0-11e9-85ba-4ccc6a492333,8be8f82d4b244b4b8f3b14d23870fad6,雕塑、造像,像,0,0.99649304,2.1091199e-05,0.0001009515,1.783134e-05,1.71247e-05,3.0187553e-05,0.00018344188,0.0007247936,5.1033203e-06,3.4898156e-05,4.4335982e-05,4.8352017e-06,0.00028853404,0.00033110828,1.1634655e-05,1.7526387e-05,0.00010451286,0.0006372985,8.106341e-06,7.459e-06,0.00023049352,4.5392837e-05,2.5557225e-05,1.882449e-05,2.9521843e-06,0.00018354163,4.908623e-05,3.6791178e-05,1.714663e-05,1.2748031e-05,4.1712767e-05,2.0824096e-05,2.5861284e-06,7.222127e-05,1.6757194e-05,1.2603262e-05,1.8257088e-05,5.979191e-06,8.972872e-05,7.1781224e-06,5.705732e-06
201901291141260440437,0B8C3D9C6DCC42F9A4B726BA4BA79E6E,雕塑、造像,像,38,0.0067519466,0.001323432,0.001257065,0.012162512,0.02342687,0.009013363,0.0004148896,0.009563323,0.0024694756,0.002298667,0.001354607,0.0003690928,0.13900925,0.031272117,0.0066882046,0.001798946,0.02921539,0.0018493012,0.0018958554,0.0012787448,0.0021768534,0.0031432363,0.053250585,0.012968331,0.000949058,0.0097626075,0.145768,0.0014039737,0.010332492,0.0003167688,0.0008168013,0.00072429894,0.00093764154,0.0016308979,0.00015833267,0.0026756506,0.0004191577,0.0011843408,0.46521991,0.0005913473,0.0021566364
d1b89676-76f0-11e9-85ba-4ccc6a492333,96f85ebc328447119c34270ebfa557d1,雕塑、造像,像,0,0.9993587,2.7451908e-06,5.5433575e-05,1.6683613e-06,7.242067e-07,3.8259673e-06,3.3766103e-06,1.5816991e-05,2.0948073e-05,3.0811955e-06,1.3940512e-05,2.0452264e-06,4.7520236e-05,0.00012413839,1.2855609e-06,9.558658e-06,5.075926e-06,0.00012856211,4.2271154e-06,4.483874e-06,4.4469296e-05,1.7110826e-05,7.645199e-06,1.2062575e-05,1.1118389e-06,2.9619816e-06,1.4566736e-05,9.6249405e-06,6.116176e-06,3.1601353e-06,5.0144267e-06,1.5216731e-06,1.9348124e-06,7.1083923e-06,6.4656024e-06,1.6420728e-06,7.3169776e-06,3.2994595e-07,3.7047852e-05,3.5108314e-06,2.1127746e-06
c2057da6-76f0-11e9-85ba-4ccc6a492333,dbdbefb0cd22497c9d63e44281c2fcf3,雕塑、造像,像,0,0.96392936,0.0007853122,0.0017903162,0.00025712576,0.0003444643,0.00015768077,0.00068856246,0.0007739855,0.0019389159,0.00015879085,0.00059711054,0.00012342609,0.00036035845,0.010529028,8.190035e-05,0.0005758347,0.0003313205,0.00093175465,0.0002181865,0.00029777145,0.0014623706,0.0004329261,6.6600776e-05,0.0008917001,5.6858866e-05,0.0019029197,0.0010484054,0.0008134368,0.00047145685,0.0002232286,0.00050457753,0.000142075,0.00019853836,0.00084779965,0.00017176654,0.0002226104,7.817223e-05,9.70208e-05,0.0047565526,0.00013774584,0.0006020624
cc66aa14-76f0-11e9-85ba-4ccc6a492333,b3d5d7b9369c446798986a7db1ea0e9d,雕塑、造像,像,0,0.9995747,5.0933227e-06,1.12916705e-05,3.9524454e-07,7.5982655e-07,3.6399017e-06,1.1804055e-06,4.4317294e-05,3.841336e-06,5.3841786e-06,7.5966614e-06,5.861126e-06,3.2586588e-05,1.7440083e-05,2.2338455e-07,1.8061143e-06,6.3816865e-06,9.397749e-05,5.8242395e-06,1.2706322e-05,4.615174e-05,1.2344199e-05,9.97353e-07,7.715849e-06,3.1421514e-06,9.048416e-06,2.1871247e-06,2.58489e-06,4.787363e-06,1.912289e-06,8.790771e-07,1.4580789e-06,1.2717574e-05,5.8000724e-06,1.3477395e-05,4.870353e-07,6.571278e-06,2.0938708e-06,2.6692755e-05,1.6389745e-06,2.3158964e-06
